bstn,hostname,role,ip,root_ip,serialNumber,platform,model
MP-NEE-D07,MP-NEE-D07-C3-ST-CCE-E12T-S01,CCE,100.71.18.29,100.71.18.29,EC2418002206,EdgeCOS,ECS4100-12T
MH-MUM-C27,MH-MUM-C27-C3-ST-CCE-US57-S01,CCE,100.71.58.194,100.71.58.194,21980105673GJ9000919,VRP,s5720-12TP-LI-AC
MH-PUN-M13,MH-PUN-M13-C3-ST-CCE-E12T-S01,CCE,100.72.18.232,100.72.18.232,EC2424004853,EdgeCOS,ECS4100-12T
HR-FBD-T40,HR-FBD-T40-C3-ST-CCE-E12T-S01,CCE,100.73.11.100,100.73.11.100,EC2341000751,EdgeCOS,ECS4100-12T
HR-FBD-I52,HR-FBD-I52-C3-ST-CCE-E12T-S01,CCE,100.73.11.101,100.73.11.101,EC2337000935,EdgeCOS,ECS4100-12T
HR-FBD-LI7,HR-FBD-LI7-C3-ST-CCE-UL8T-S01,CCE,100.73.11.102,100.73.11.102,21980105673GJ8000474,VRP,s5720-12TP-LI-AC
HR-FBD-P76,HR-FBD-P76-C3-ST-CCE-E12T-S01,CCE,100.73.11.103,100.73.11.103,EC2404000515,EdgeCOS,ECS4100-12T
HR-FBD-Z84,HR-FBD-Z84-C3-ST-CCE-E12T-S01,CCE,100.73.11.104,100.73.11.104,EC2405000992,EdgeCOS,ECS4100-12T
HR-FBD-TZ5,HR-FBD-TZ5-C3-ST-CCE-E12T-S01,CCE,100.73.11.98,100.73.11.98,EC2316000334,EdgeCOS,ECS4100-12T
HR-FBD-OP7,HR-FBD-OP7-C3-ST-CCE-UL8T-S01,CCE,100.73.11.99,100.73.11.99,2S2210010902,VRP,S5735-L8T4S-A1
HR-FBD-N71,HR-FBD-N71-C3-ST-CCE-E12T-S01,CCE,100.73.17.10,100.73.17.10,EC2404005607,EdgeCOS,ECS4100-12T
HR-FBD-P59,HR-FBD-P59-C3-ST-CCE-E12T-S01,CCE,100.73.17.11,100.73.17.11,EC2404005612,EdgeCOS,ECS4100-12T
HR-FBD-GQ4,HR-FBD-GQ4-C3-ST-CCE-US57-S01,CCE,100.73.17.4,100.73.17.4,21980105673GJ4002477,VRP,s5720-12TP-LI-AC
HR-FBD-SI2,HR-FBD-SI2-C3-ST-CCE-US57-S01,CCE,100.73.17.13,100.73.17.13,21980105098YK6000075,VRP,s5700-28P-LI-BAT
HR-FBD-JD4,HR-FBD-JD4-C3-ST-CCE-U572-S01,CCE,100.73.17.5,100.73.17.5,21980105673GL9002415,VRP,s5720-12TP-LI-AC
HR-FBD-PY3,HR-FBD-PY3-C3-ST-CCE-UL8T-S01,CCE,100.73.17.6,100.73.17.6,4E2210084763,VRP,S5735-L8T4S-A1
HR-FBD-MF4,HR-FBD-MF4-C3-ST-CCE-UL8T-S01,CCE,100.73.17.8,100.73.17.8,21980105673GHC003137,VRP,s5720-12TP-LI-AC
HR-FBD-V64,HR-FBD-V64-C3-ST-CCE-E12T-S01,CCE,100.73.17.9,100.73.17.9,EC2404005611,EdgeCOS,ECS4100-12T
WB-CAL-H50,WB-CAL-H50-C3-ST-CCE-E12T-S01,CCE,100.127.236.44,100.127.236.44,EC2404005376,EdgeCOS,ECS4100-12T
WB-CAL-R82,WB-CAL-R82-C3-ST-CCE-E12T-S01,CCE,100.70.188.108,100.70.188.108,EC2404005419,EdgeCOS,ECS4100-12T
PB-MLI-R89,PB-MLI-R89-C3-ST-CCE-E12T-S01,CCE,100.71.196.237,100.71.196.237,EC2404005394,EdgeCOS,ECS4100-12T
PB-MLI-D58,PB-MLI-D58-C3-ST-CCE-E12T-S01,CCE,100.71.196.238,100.71.196.238,EC2404005397,EdgeCOS,ECS4100-12T
MP-IND-K33,MP-IND-K33-C3-ST-CCE-E12T-S01,CCE,100.71.199.49,100.71.199.49,EC2424004763,EdgeCOS,ECS4100-12T
JH-JSP-JUG,JH-JSP-JUG-B3-IW-ABS-E28F-S01,ABS,100.70.40.231,100.70.40.231,null,EdgeCOS,ECS4120-28Fv2
TN-TUP-A06,TN-TUP-A06-C3-ST-CCE-E12T-S01,CCE,100.72.99.162,100.72.99.162,EC2404005508,EdgeCOS,ECS4100-12T
JK-SMB-SQM,JK-SMB-SQM-T3-IW-TTR-C5XD-R01,TTR,100.70.204.197,null,FOC2641NNDP,XR,ciscoNCS540L6Z18GSysD
JK-SMB-SJM,JK-SMB-SJM-B4-IW-ABS-US57-S01,ABS,100.73.44.67,100.73.44.67,21980105098YK5000315,VRP,s5700-28P-LI-BAT
GJ-AMD-R64,GJ-AMD-R64-C3-ST-CCE-U572-S01,CCE,100.71.44.32,100.71.44.32,21980105673GHC001176,VRP,s5720-12TP-LI-AC
GJ-AMD-R25,GJ-AMD-R25-C3-ST-CCE-C34C-S01,CCE,100.71.44.34,null,FCW2005H0U9,IOS,ciscoMe3400eg12csM
MH-MUM-GMX,MH-MUM-GMX-T1-GX-MTP-I564-R01,MTP,100.70.1.212,null,M9A13B43,CIENA,"Ciena,CN5164"
TN-CBE-A04,TN-CBE-A04-C3-ST-CCE-E12T-S01,CCE,100.72.205.194,100.72.205.194,EC2404005336,EdgeCOS,ECS4100-12T
KL-CLT-KFM,KL-CLT-KFM-B3-VM-SBS-US57-S01,SBS,100.71.119.130,100.71.119.130,21980105098YK6000356,VRP,s5700-28P-LI-BAT
TS-HYD-VE6,TS-HYD-VE6-C3-ST-CCE-I348-R01,CCE,100.70.146.98,100.70.144.204,M994A75E,CIENA,NA
OR-BBS-H98,OR-BBS-H98-C3-ST-CCE-E12T-S01,CCE,100.71.241.106,100.71.241.106,EC2418001900,EdgeCOS,ECS4100-12T
TS-HYD-O13,TS-HYD-O13-C3-ST-CCE-E12T-S01,CCE,100.70.61.253,100.70.61.253,EC2422001204,EdgeCOS,ECS4100-12T
AP-VWD-M45,AP-VWD-M45-C3-ST-CCE-E12T-S01,CCE,100.71.220.11,100.71.220.11,EC2418002151,EdgeCOS,ECS4100-12T
AP-VWD-L32,AP-VWD-L32-C3-ST-CCE-E12T-S01,CCE,100.71.220.12,100.71.220.12,EC2404005367,EdgeCOS,ECS4100-12T
MH-MUM-J03,MH-MUM-J03-C3-ST-CCE-E28F-S01,CCE,100.71.178.197,100.71.178.197,null,EdgeCOS,ECS4120-28Fv2
MH-WRD-PGN,MH-WRD-PGN-B3-IW-ABS-US57-S01,ABS,100.71.179.242,100.71.179.242,21023538368YGC000896,VRP,s5700S-28P-LI-AC
MH-OSM-ORM,MH-OSM-ORM-B3-IW-ABS-US57-S01,ABS,100.71.179.50,100.71.179.50,21023538368YF5007966,VRP,s5700S-28P-LI-AC
MH-MUM-P80,MH-MUM-P80-C3-ST-CCE-E12T-S01,CCE,100.71.51.144,100.71.51.144,EC2418002149,EdgeCOS,ECS4100-12T
MH-NGP-N12,MH-NGP-N12-C3-ST-CCE-E12T-S01,CCE,100.71.68.118,100.71.68.118,EC2424004754,EdgeCOS,ECS4100-12T
UP-LUC-A34,UP-LUC-A34-C3-ST-CCE-E12T-S01,CCE,100.71.227.106,100.71.227.106,EC2424004897,EdgeCOS,ECS4100-12T
MP-JRH-H48,MP-JRH-H48-C3-ST-CCE-UL8T-S01,CCE,100.71.92.84,100.71.92.84,4E2150024102,VRP,S5735-L8T4S-A1
UP-GZB-RX3,UP-GZB-RX3-C3-ST-CCE-E12T-S01,CCE,100.73.22.17,100.73.22.17,EC2247003527,EdgeCOS,ECS4100-12T
UP-GZB-RW6,UP-GZB-RW6-C3-ST-CCE-E12T-S01,CCE,100.73.22.16,100.73.22.16,EC2247003332,EdgeCOS,ECS4100-12T
UP-GZB-RX1,UP-GZB-RX1-C3-ST-CCE-E12T-S01,CCE,100.73.22.18,100.73.22.18,EC2247003545,EdgeCOS,ECS4100-12T
UP-GZB-RX2,UP-GZB-RX2-C3-ST-CCE-E12T-S01,CCE,100.73.22.19,100.73.22.19,EC2247003201,EdgeCOS,ECS4100-12T
GJ-VDR-U95,GJ-VDR-U95-C3-ST-CCE-E12T-S01,CCE,100.71.144.84,100.71.144.84,EC2424004959,EdgeCOS,ECS4100-12T
KA-BLR-Y56,KA-BLR-Y56-C3-ST-CCE-U572-S01,CCE,100.72.6.112,100.72.6.112,21980105673GJ8000858,VRP,s5720-12TP-LI-AC
AS-GUW-GCF,AS-GUW-GCF-B4-AL-ABS-US57-S01,ABS,119.227.101.83,119.227.101.83,21023538368YH5005965,VRP,s5700S-28P-LI-AC
KL-COC-DU2,KL-COC-DU2-C3-ST-CCE-V114-R01,CCE,100.71.38.17,null,LBADVA71224906739,ADVA,FSP 150-GE114Pro (HE)
GJ-RKT-F49,GJ-RKT-F49-C3-ST-CCE-E12T-S01,CCE,100.71.216.62,100.71.216.62,EC2408000324,EdgeCOS,ECS4100-12T
PB-LUD-MUI,PB-LUD-MUI-B4-AL-ABS-U572-S01,ABS,100.71.131.46,100.65.144.2,21023538368YJB001037,VRP,s5700S-28P-LI-AC
WB-CAL-D57,WB-CAL-D57-C3-ST-CCE-E12T-S01,CCE,100.70.165.116,100.70.165.116,EC2422001411,EdgeCOS,ECS4100-12T
WB-CAL-A42,WB-CAL-A42-C3-ST-CCE-E12T-S01,CCE,100.70.165.119,100.70.165.119,EC2422001335,EdgeCOS,ECS4100-12T
GJ-AMD-T64,GJ-AMD-T64-C3-ST-CCE-U572-S01,CCE,100.71.44.27,100.71.44.27,21980105673GJC002765,VRP,s5720-12TP-LI-AC
WB-BPI-P57,WB-BPI-P57-C3-ST-CCE-E12T-S01,CCE,100.71.152.201,100.71.152.201,EC2418002130,EdgeCOS,ECS4100-12T
WB-BPI-S26,WB-BPI-S26-C3-ST-CCE-E12T-S01,CCE,100.71.152.202,100.71.152.202,EC2418002208,EdgeCOS,ECS4100-12T
WB-BPI-T37,WB-BPI-T37-C3-ST-CCE-E12T-S01,CCE,100.71.152.203,100.71.152.203,EC2418002090,EdgeCOS,ECS4100-12T
WB-BPI-L26,WB-BPI-L26-C3-ST-CCE-E12T-S01,CCE,100.71.152.204,100.71.152.204,EC2418002235,EdgeCOS,ECS4100-12T
GJ-VAP-M63,GJ-VAP-M63-C3-ST-CCE-UL8X-S01,CCE,100.72.67.115,100.72.67.115,4E22C0079220,VRP,NA
KL-COC-C29,KL-COC-C29-C3-ST-CCE-C45X-S01,CCE,100.71.33.11,100.71.33.11,JAE18140AFY,XE,cat4500X16
CH-CGH-RY7,CH-CGH-RY7-C3-ST-CCE-E12T-S01,CCE,100.71.93.8,100.71.93.8,EC2247003280,EdgeCOS,ECS4100-12T
PB-NWN-C71,PB-NWN-C71-C3-ST-CCE-E12T-S01,CCE,100.71.144.202,100.71.144.202,EC2424004903,EdgeCOS,ECS4100-12T
PB-NWN-F65,PB-NWN-F65-C3-ST-CCE-E12T-S01,CCE,100.71.144.203,100.71.144.203,EC2424004703,EdgeCOS,ECS4100-12T
PB-LUD-D17,PB-LUD-D17-C3-ST-CCE-E12T-S01,CCE,100.71.207.101,100.71.207.101,EC2424004823,EdgeCOS,ECS4100-12T
PB-LUD-F18,PB-LUD-F18-C3-ST-CCE-E12T-S01,CCE,100.71.207.99,100.71.207.99,EC2524000053,EdgeCOS,ECS4100-12T
KA-MDK-P61,KA-MDK-P61-C3-ST-CCE-E12T-S01,CCE,100.127.244.2,100.127.244.2,EC2511002657,EdgeCOS,ECS4100-12T
AP-VIZ-F02,AP-VIZ-F02-C3-ST-CCE-E12T-S01,CCE,100.64.99.187,100.64.99.187,EC2516001461,EdgeCOS,ECS4100-12T
TN-MAA-D89,TN-MAA-D89-C3-ST-CCE-E12T-S01,CCE,100.66.60.163,100.66.60.163,EC2524000129,EdgeCOS,ECS4100-12T
KA-MYS-S06,KA-MYS-S06-C3-ST-CCE-E12T-S01,CCE,100.72.41.82,100.72.41.82,EC2404000352,EdgeCOS,ECS4100-12T
TS-HYD-Y42,TS-HYD-Y42-C3-ST-CCE-E12T-S01,CCE,100.72.72.139,100.72.72.139,EC2516001564,EdgeCOS,ECS4100-12T
MP-BPL-Y98,MP-BPL-Y98-C3-ST-CCE-E12T-S01,CCE,100.127.244.234,100.127.244.234,EC2524006016,EdgeCOS,ECS4100-12T
MH-MUM-R31,MH-MUM-R31-C3-ST-CCE-E12T-S01,CCE,100.71.230.239,100.71.230.239,EC2516000130,EdgeCOS,ECS4100-12T
MH-NGP-K66,MH-NGP-K66-C3-ST-CCE-E12T-S01,CCE,100.71.68.123,100.71.68.123,EC2524006112,EdgeCOS,ECS4100-12T
MH-MUM-Y37,MH-MUM-Y37-C3-ST-CCE-E12T-S01,CCE,100.71.98.79,100.71.98.79,EC2516000320,EdgeCOS,ECS4100-12T
KA-BLR-L14,KA-BLR-L14-C3-ST-CCE-C35C-S01,CCE,100.72.18.11,null,FOC2712Y2AM,IOS,catwsC3560CX8tcS
UP-LUC-Y46,UP-LUC-Y46-C3-ST-CCE-E12T-S01,CCE,100.71.227.100,100.71.227.100,EC2344000874,EdgeCOS,ECS4100-12T
WB-CAL-F98,WB-CAL-F98-C3-ST-CCE-E12T-S01,CCE,100.70.188.107,100.70.188.107,EC2404005401,EdgeCOS,ECS4100-12T
GJ-AMD-I96,GJ-AMD-I96-C3-ST-CCE-E12T-S01,CCE,100.71.53.30,100.71.53.30,EC2418002019,EdgeCOS,ECS4100-12T
GJ-MHE-U91,GJ-MHE-U91-C3-ST-CCE-E12T-S01,CCE,100.72.154.60,100.72.154.60,EC2408000289,EdgeCOS,ECS4100-12T
TS-HYD-T23,TS-HYD-T23-C3-ST-CCE-E12T-S01,CCE,100.70.57.215,100.70.57.215,EC2507002210,EdgeCOS,ECS4100-12T
KA-BLR-W50,KA-BLR-W50-C3-ST-CCE-E12T-S01,CCE,100.72.13.198,100.72.13.198,EC2507002222,EdgeCOS,ECS4100-12T
TS-HYD-V14,TS-HYD-V14-C3-ST-CCE-E12T-S01,CCE,100.70.65.241,100.70.65.241,EC2507002203,EdgeCOS,ECS4100-12T
RJ-KTA-S65,RJ-KTA-S65-C3-ST-CCE-E12T-S01,CCE,100.71.136.131,100.71.136.131,EC2341000705,EdgeCOS,ECS4100-12T
UP-LUC-P98,UP-LUC-P98-C3-ST-CCE-E12T-S01,CCE,100.71.227.113,100.71.227.113,EC2507002259,EdgeCOS,ECS4100-12T
MP-RLM-W78,MP-RLM-W78-C3-ST-CCE-E12T-S01,CCE,100.70.32.154,100.70.32.154,EC2507002088,EdgeCOS,ECS4100-12T
PB-HPR-S89,PB-HPR-S89-C3-ST-CCE-C35C-S01,CCE,100.71.119.179,null,FOC2712Y3KR,IOS,catwsC3560CX8tcS
WB-MDP-A24,WB-MDP-A24-C3-ST-CCE-E12T-S01,CCE,100.71.220.116,100.71.220.116,EC2507002236,EdgeCOS,ECS4100-12T
WB-MDP-F95,WB-MDP-F95-C3-ST-CCE-E12T-S01,CCE,100.72.47.228,100.72.47.228,EC2507002171,EdgeCOS,ECS4100-12T
WB-MDP-B20,WB-MDP-B20-C3-ST-CCE-E12T-S01,CCE,100.72.47.230,100.72.47.230,EC2507002186,EdgeCOS,ECS4100-12T
CH-CGH-J94,CH-CGH-J94-C3-ST-CCE-U572-S01,CCE,100.71.51.211,100.71.51.211,21980105673GL4000577,VRP,s5720-12TP-LI-AC
KA-BLR-Y78,KA-BLR-Y78-C3-ST-CCE-E12T-S01,CCE,100.72.14.66,100.72.14.66,EC2511002801,EdgeCOS,ECS4100-12T
TN-MAA-W33,TN-MAA-W33-C3-ST-CCE-US57-S01,CCE,100.66.63.185,100.66.63.185,21980105673GL4000538,VRP,s5720-12TP-LI-AC
TN-MAA-X69,TN-MAA-X69-C3-ST-CCE-E12T-S01,CCE,100.66.67.173,100.66.67.173,EC2511002589,EdgeCOS,ECS4100-12T
TS-HYD-E66,TS-HYD-E66-C3-ST-CCE-E12T-S01,CCE,100.71.179.252,100.71.179.252,EC2511002856,EdgeCOS,ECS4100-12T
MH-PUN-C52,MH-PUN-C52-C3-ST-CCE-E12T-S01,CCE,100.70.182.194,100.70.182.194,EC2511002703,EdgeCOS,ECS4100-12T
RJ-JPR-X09,RJ-JPR-X09-C3-ST-CCE-C45X-S01,CCE,100.70.197.183,null,JAE220807F1,XE,cat4500X16
KA-BLR-M36,KA-BLR-M36-C3-ST-CCE-C45X-S01,CCE,100.72.7.55,null,JAE232905VR,XE,cat4500X16
TN-CBE-I80,TN-CBE-I80-C3-ST-CCE-C45X-S01,CCE,100.71.62.120,100.71.62.120,JAE19400FYN,XE,cat4500X16
HR-HIS-J05,HR-HIS-J05-C3-ST-CCE-E12T-S01,CCE,100.71.171.169,100.71.171.169,EC2446000768,EdgeCOS,ECS4100-12T
TN-KKD-T37,TN-KKD-T37-C3-ST-CCE-E12T-S01,CCE,100.72.71.226,100.72.71.226,EC2511002844,EdgeCOS,ECS4100-12T
TN-KKD-I07,TN-KKD-I07-C3-ST-CCE-E12T-S01,CCE,100.72.71.227,100.72.71.227,EC2511002561,EdgeCOS,ECS4100-12T
MH-MUM-E87,MH-MUM-E87-C3-ST-CCE-E12T-S01,CCE,100.71.47.249,100.71.47.249,EC2511002608,EdgeCOS,ECS4100-12T
UP-LLP-PLF,UP-LLP-PLF-B3-IW-ABS-UF57-S01,ABS,100.72.49.154,100.72.49.154,21980105118YJ1000037,VRP,s5700-28P-LI-24S-BAT
HR-FBD-P07,HR-FBD-P07-C3-ST-CCE-E12T-S01,CCE,100.73.17.14,100.73.17.14,EC2511002616,EdgeCOS,ECS4100-12T
MH-PUN-X57,MH-PUN-X57-C3-ST-CCE-E12T-S01,CCE,100.72.18.242,100.72.18.242,EC2511002859,EdgeCOS,ECS4100-12T
AS-GUW-N72,AS-GUW-N72-C3-ST-CCE-E12T-S01,CCE,100.127.162.93,100.127.162.93,EC2511002647,EdgeCOS,ECS4100-12T
AS-GUW-Y21,AS-GUW-Y21-C3-ST-CCE-E12T-S01,CCE,100.127.162.92,100.127.162.92,EC2511002798,EdgeCOS,ECS4100-12T
AS-GUW-E06,AS-GUW-E06-C3-ST-CCE-E12T-S01,CCE,100.127.162.94,100.127.162.94,EC2511002672,EdgeCOS,ECS4100-12T
KL-TVM-B96,KL-TVM-B96-C3-ST-CCE-C45X-S01,CCE,100.71.117.53,100.71.117.53,JAE19400FWU,XE,cat4500X16
KL-COC-F87,KL-COC-F87-C3-ST-CCE-E12T-S01,CCE,100.71.38.22,100.71.38.22,EC2511002917,EdgeCOS,ECS4100-12T
GJ-AMD-Y21,GJ-AMD-Y21-C3-ST-CCE-E12T-S01,CCE,100.71.53.172,100.71.53.172,EC2511002910,EdgeCOS,ECS4100-12T
CG-BLI-Q96,CG-BLI-Q96-C3-ST-CCE-E12T-S01,CCE,100.71.250.134,100.71.250.134,EC2511002908,EdgeCOS,ECS4100-12T
PB-AMT-F23,PB-AMT-F23-C3-ST-CCE-E12T-S01,CCE,100.72.148.162,100.72.148.162,EC2428000502,EdgeCOS,ECS4100-12T
PB-PTA-U41,PB-PTA-U41-C3-ST-CCE-E12T-S01,CCE,100.72.49.226,100.72.49.226,EC2511002857,EdgeCOS,ECS4100-12T
PB-AMT-V26,PB-AMT-V26-C3-ST-CCE-E12T-S01,CCE,100.72.70.185,100.72.70.185,EC2431003813,EdgeCOS,ECS4100-12T
PB-AMT-X52,PB-AMT-X52-C3-ST-CCE-E12T-S01,CCE,100.72.70.186,100.72.70.186,EC2511002715,EdgeCOS,ECS4100-12T
PB-AMT-Z15,PB-AMT-Z15-C3-ST-CCE-E12T-S01,CCE,100.72.70.187,100.72.70.187,EC2507002048,EdgeCOS,ECS4100-12T
MH-PUN-F91,MH-PUN-F91-C3-ST-CCE-E12T-S01,CCE,100.70.182.185,100.70.182.185,EC2516000227,EdgeCOS,ECS4100-12T
MH-TAN-L79,MH-TAN-L79-C3-ST-CCE-V108-R01,CCE,100.71.15.79,null,LBADVAJU250800715,ADVA,FSP 150-XG108
KA-DWD-S51,KA-DWD-S51-C3-ST-CCE-E12T-S01,CCE,100.72.96.179,100.72.96.179,EC2516001450,EdgeCOS,ECS4100-12T
MP-IND-B86,MP-IND-B86-C3-ST-CCE-E12T-S01,CCE,100.72.70.226,100.72.70.226,EC2516000188,EdgeCOS,ECS4100-12T
MH-MUM-R79,MH-MUM-R79-C3-ST-CCE-E12T-S01,CCE,100.72.18.206,100.72.18.206,EC2516001431,EdgeCOS,ECS4100-12T
MH-PUN-Z21,MH-PUN-Z21-C3-ST-CCE-E12T-S01,CCE,100.72.18.247,100.72.18.247,EC2516000165,EdgeCOS,ECS4100-12T
MH-PUN-L32,MH-PUN-L32-C3-ST-CCE-E12T-S01,CCE,100.72.49.11,100.72.49.11,EC2516000345,EdgeCOS,ECS4100-12T
UP-NDA-S95,UP-NDA-S95-C3-ST-CCE-E12T-S01,CCE,100.73.9.228,100.73.9.228,EC2516000309,EdgeCOS,ECS4100-12T
WB-BRD-OI2,WB-BRD-OI2-C3-ST-CCE-UL8T-S01,CCE,100.72.221.146,100.72.221.146,2S21A0011534,VRP,S5735-L8T4S-A1
WB-BRD-LA6,WB-BRD-LA6-C3-ST-CCE-UL8T-S01,CCE,100.72.221.147,100.72.221.147,4E2160077446,VRP,S5735-L8T4S-A1
WB-BRD-F74,WB-BRD-F74-C3-ST-CCE-E12T-S01,CCE,100.72.221.148,100.72.221.148,EC2422001306,EdgeCOS,ECS4100-12T
