x_sitl_telco_sify_u_lms_id,x_sitl_telco_sify_u_aconnectinginterface,x_sitl_telco_sify_u_zconnectinginterface,x_sitl_telco_sify_u_a_device,x_sitl_telco_sify_u_z_device,x_sitl_telco_sify_u_link_status,u_provider_circuit_id,x_sitl_telco_sify_u_circuit_id,x_sitl_telco_sify_u_bandwidth,u_bandwidth_units,sys_class_name,x_sitl_telco_sify_u_vendor_name,u_a_pop,u_z_pop,x_sitl_telco_sify_u_total_distance,x_sitl_telco_sify_u_link_description
21988,,,,,Active,C1-PNQ01-30018323 -01/02,C1-PNQ01-30018323 -01/02,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21999,,,,,Active,Nxtra CRM Order ID & Logical Circuit ID-4997436 & 13847316,Nxtra CRM Order ID & Logical Circuit ID-4997436 & 13847316,,,Sify_DataLinks_Fiber,NXTRA DATA LIMITED,,,0,
22010,,,,,Active,13847345,13847345,,,Sify_DataLinks_Fiber,NXTRA DATA LIMITED,,,0,
21900,GigabitEthernet0/0/13,GigabitEthernet0/0/9,210.18.120.115,210.18.120.117,Active,562437,562437,,,Sify_DataLinks_Fiber,RAILTEL CORPORATION OF INDIA LIMITED,AP-TPT-RGN,AP-TPT-TPT,0,
21911,,,,,Active,C1-BAN03-30018075-01/02,C1-BAN03-30018075-01/02,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21927,,,,,Active,21927,21927,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21941,,,,,Active,C1-BAN03-30018169-01/02,C1-BAN03-30018169-01/02,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21946,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,1.546,
21954,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,METRO TELECOM AND BROADBAND PVT LTD,,,5.82,
21803,,,,,Active,30017800,30017800,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21814,,,,,Active,13773300,13773300,,,Sify_DataLinks_Fiber,NXTRA DATA LIMITED,,,0,
21817,,,,,Active,NTIDCOP026SIFY21,NTIDCOP026SIFY21,,Kbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,0.2,
21822,TwentyFiveGigE0/0/0/24,TenGigE0/0/0/16,100.70.252.120,100.70.252.120,Active,21822,21822,,,Sify_DataLinks_Fiber,ADANI ELECTRICITY MUMBAI LTD.,MH-TAN-JGT,MH-TAN-PWC,0,
21825,,,,,Active,091NEWD1258A0008715_NPL191120JQ0HU1Q,091NEWD1258A0008715_NPL191120JQ0HU1Q,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21830,,,,,Active,NTIDCOP030SIFY21,NTIDCOP030SIFY21,,Gbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,0,
21831,,,,,Active,NTIDCOP030SIFY21,NTIDCOP030SIFY21,,Gbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,0,
21856,,,,,Active,F1324 ( GPXIN01-FIBCC-1324),F1324 ( GPXIN01-FIBCC-1324),,,Sify_DataLinks_Fiber,GPX INDIA PVT LTD,,,0,
21703,,,,,Active,21703,21703,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
21704,,,,,Active,21704,21704,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
21705,,,,,Active,21705,21705,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
21730,TenGigabitEthernet2/1/8,TenGigabitEthernet1/7,100.66.58.129,100.66.58.16,Active,2.02001E+11,2.02001E+11,,,Sify_DataLinks_Fiber,SKYLINK MULTIMEDIA PVT LTD,TN-MAA-TDL,TN-MAA-PSI,5,
21734,,,,,Active,091MUMB1258A0006248-091MUMB1258A0006249-091MUMB1258A0006250-091MUMB1258A000625,091MUMB1258A0006248-091MUMB1258A0006249-091MUMB1258A0006250-091MUMB1258A000625,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21739,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21747,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21769,,,,,Active,21769,21769,,,Sify_DataLinks_Fiber,EQUINIX INDIA PRIVATE LIMITED,,,0,
21770,,,,,Active,21770,21770,,,Sify_DataLinks_Fiber,NTT GLOBAL DATA CENTERS & CLOUD INFRASTRUCTURE INDIA PVT LTD,,,0,
21784,,,,,Active,21784,21784,,,Sify_DataLinks_Fiber,EQUINIX INDIA PRIVATE LIMITED,,,0,
21797,,,,,Active,30018001,30018001,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21798,,,,,Active,30018011,30018011,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21801,,,,,Active,30017882,30017882,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21802,,,,,Active,091KOLK1258A0008746,091KOLK1258A0008746,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21615,,,,,Active,21615,21615,,,Sify_DataLinks_Fiber,MICROSCAN INFOCOMMTECH PVT LTD,,,0,
21616,,,,,Active,21616,21616,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
21628,,,,,Active,21628,21628,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
21633,,,,,Active,21633,21633,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
21635,,,,,Active,21635,21635,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
21649,,,,,Active,Amardeep - Everest,Amardeep - Everest,,,Sify_DataLinks_Fiber,VENESIS PROJECTS P LTD,,,2.36,
21653,,,,,Active,99BU,99BU,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
21678,,,,,Active,091KOLK1258A0005579,091KOLK1258A0005579,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21683,,,,,Active,2.02001E+11,2.02001E+11,0,Kbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,3.5,
21557,,,,,Active,091CHEN1258035443918_872767,091CHEN1258035443918_872767,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21560,,,,,Active,72648419_1,72648419_1,,,Sify_DataLinks_Fiber,NTT GLOBAL DATA CENTERS & CLOUD INFRASTRUCTURE INDIA PVT LTD,,,0,
21588,,,,,Active,202001201749???,202001201749???,,,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,3.1,
21594,,,,,Active,23249,23249,,,Sify_DataLinks_Fiber,TIRUPATI GLOBAL INFOSYS,,,0,
21598,TenGigabitEthernet2/1/4,TenGigE0/0/0/16,100.66.30.68,100.70.252.193,Active,23229,23229,,,Sify_DataLinks_Fiber,TIRUPATI GLOBAL INFOSYS,MH-MUM-NTG,MH-MUM-ULM,11.471,
21600,,,,,Active,091CHEN1258035341209_868682,091CHEN1258035341209_868682,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21601,,,,,Active,091CHEN1258035341223_868683,091CHEN1258035341223_868683,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21602,,,,,Active,091CHEN1258035340980_868633,091CHEN1258035340980_868633,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21603,,,,,Active,091CHEN1258035340994_868633,091CHEN1258035340994_868633,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21451,,,,,Active,DARK FIBER STERLITE,DARK FIBER STERLITE,0,Kbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,2.9,
21452,TenGigE0/0/0/16,TenGigE0/0/0/0,100.73.23.130,100.73.23.135,Active,DARK FIBER STERLITE,DARK FIBER STERLITE,,Kbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,HR-SHL-SHL,HR-GGN-UYO,2.9,
21458,,,,,Active,Vendor not provide CKt ID link numbrer 1,Vendor not provide CKt ID link numbrer 15,,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,10.7,
21459,,,,,Active,Vendor not provide CKt ID link numbrer 1,Vendor not provide CKt ID link numbrer 14,,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,11.4,
21460,,,,,Active,Link-13,Link-13,,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,11.27,
21484,,,,,Active,Vendor not provide CKt ID link numbrer 15,Vendor not provide CKt ID link numbrer 15,0,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,10.7,
21485,,,,,Active,Vendor not provide CKt ID link numbrer 14,Vendor not provide CKt ID link numbrer 14,0,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,11.4,
21486,TenGigabitEthernet1/2,TenGigabitEthernet1/15,100.66.97.145,100.66.97.8,Active,Link-13,Link-13,0,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,HR-GGN-M36,HR-GGN-GGN,11.27,
21487,,,,,Active,Link-12,Link-12,0,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,2.17,
21488,,,,,Active,Link-12,Link-12,,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,2.17,
21490,TenGigabitEthernet1/16,TenGigabitEthernet1/15,100.66.97.8,100.66.97.158,Active,Link-11,Link-11,,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,HR-GGN-GGN,HR-GGN-CG2,4.77,
21492,,,,,Active,091MUMB1258035240741,091MUMB1258035240741,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21493,,,,,Active,091MUMB1258035240755,091MUMB1258035240755,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21529,,,,,Active,091CHEN1258035266037,091CHEN1258035266037,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21353,,,,,Active,KUMARDHUBI COLO,KUMARDHUBI COLO,,,Sify_DataLinks_Fiber,RAILTEL CORPORATION OF INDIA LIMITED,,,0,
21358,GigabitEthernet0/0/2,GigabitEthernet0/0/26,100.67.48.218,100.67.48.222,Active,21358,21358,,,Sify_DataLinks_Fiber,PRG,MH-AUR-AUR,MH-AUR-KET,3.5,
21363,,,,,Active,21363,21363,,,Sify_DataLinks_Fiber,STT GLOBAL DATA CENTRES INDIA PRIVATE LIMITED,,,0,
21403,,,,,Active,21403,21403,10,Gbps,Sify_DataLinks_Fiber,MAHARASHTRA TRANSMISSION COMMUNICATION I,,,8,
21423,,,,,Active,Rabindratirtha to NTTIDCO,Rabindratirtha to NTTIDCO,,Gbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,0,
21425,,,,,Active,21425,21425,,,Sify_DataLinks_Fiber,RAILTEL CORPORATION OF INDIA LIMITED,,,0,
21426,,,,,Active,21426,21426,,,Sify_DataLinks_Fiber,RAILTEL CORPORATION OF INDIA LIMITED,,,0,
21431,,,,,Active,DARK FIBER STERLITE,DARK FIBER STERLITE,,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,17.21,
21434,TenGigE0/0/0/0,TenGigE0/0/0/1,100.73.23.131,100.73.23.132,Active,DARK FIBER STERLITE,DARK FIBER STERLITE,,Kbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,HR-GGN-ULL,HR-GGN-DUD,2.7,
21440,TenGigabitEthernet1/3,TenGigE0/0/0/0,100.66.96.3,100.73.23.133,Active,DARK FIBER STERLITE,DARK FIBER STERLITE,0,Gbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,HR-GGN-PLV,HR-GGN-RDD,17.21,
21443,,,,,Active,DARK FIBER STERLITE,DARK FIBER STERLITE,0,Kbps,Sify_DataLinks_Fiber,STERLITE INTERLINKS LIMITED,,,2.7,
21269,,,,,Active,ICA 102856,ICA 102856,,,Sify_DataLinks_Fiber,GPX INDIA PVT LTD,,,0,
21289,,,,,Active,091KOLK1258035135791,091KOLK1258035135791,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21290,,,,,Active,091KOLK1258035135807_857126,091KOLK1258035135807_857126,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21291,,,,,Active,091KOLK1258035135822,091KOLK1258035135822,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21292,,,,,Active,091KOLK1258035135837,091KOLK1258035135837,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21302,,,,,Active,091KOLK1258035142048,091KOLK1258035142048,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21328,,,,,Active,21328,21328,,,Sify_DataLinks_Fiber,WEB WERKS INDIA PVT LTD,,,0,
21329,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,ITI LIMITED - ITI DATA CENTRE,,,0,
21340,,,,,Active,091NEWD1258035045071,091NEWD1258035045071,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21341,,,,,Active,091NEWD1258035033446,091NEWD1258035033446,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15814,TenGigE0/0/0/16,TenGigabitEthernet1/1,100.70.253.6,100.66.44.32,Active,15814,15814,,,Sify_DataLinks_Fiber,EXCEL TELESONIC INDIA PVT LTD,MH-MUM-FCQ,MH-MUM-FAL,10.264,
21107,,,,,Active,091DELH1258029434170,091DELH1258029434170,0,Gbps,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,10.952,
21144,,,,,Active,PO#201901208959,PO#201901208959,,,Sify_DataLinks_Fiber,RAILTEL CORPORATION OF INDIA LIMITED,,,0,
21167,,,,,Active,Tata Medical - Hatisaal OTC,Tata Medical - Hatisaal OTC,,Gbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,6.8,
21170,,,,,Active,Narkelbagan - Risihitech OTC,Narkelbagan - Risihitech OTC,,Gbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,2,
21228,TenGigE0/0/0/9,TenGigE0/0/0/0,100.73.23.1,100.73.23.21,Active,Vendor Doesn?t provide CKT ID,Vendor Doesn?t provide CKT ID,,,Sify_DataLinks_Fiber,R R OPTINET PVT LTD,UP-NDA-NDO,UP-NDA-GBH,6.69,
20993,,,,,Active,20993,20993,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20994,,,,,Active,20994,20994,,,Sify_DataLinks_Fiber,INTECH INFRATEL PVT LTD,,,4.5,
20999,,,,,Active,20999,20999,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21002,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,NXTRA DATA LIMITED,,,0,
21006,,,,,Active,21006,21006,,,Sify_DataLinks_Fiber,EQUINIX INDIA PRIVATE LIMITED,,,0,
21017,,,,,Active,091MUMB1258034412593,091MUMB1258034412593,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21024,,,,,Active,091DELH1258012978228,091DELH1258012978228,10,Gbps,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,10952,
21042,,,,,Active,21042,21042,,,Sify_DataLinks_Fiber,L&T METRO RAIL (HYDERABAD) LIMITED,,,0,
21043,,,,,Active,21043,21043,,,Sify_DataLinks_Fiber,L&T METRO RAIL (HYDERABAD) LIMITED,,,0,
21044,,,,,Active,21044,21044,,,Sify_DataLinks_Fiber,L&T METRO RAIL (HYDERABAD) LIMITED,,,0,
21052,,,,,Active,21052,21052,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
21055,TenGigabitEthernet1/4,TenGigabitEthernet1/2,100.66.46.9,100.66.46.247,Active,21055,21055,,,Sify_DataLinks_Fiber,EXCEL TELESONIC INDIA PVT LTD,MH-MUM-EKA,MH-MUM-HKS,2.901,
21067,,,,,Active,NA,NA,,,Sify_DataLinks_Fiber,NTT GLOBAL DATA CENTERS & CLOUD INFRASTRUCTURE INDIA PVT LTD,,,0,
20934,,,,,Active,Towards DLF through New Town Busstand,Towards DLF through New Town Busstand,,Gbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,0,
20819,,,,,Active,,,,,Sify_DataLinks_Fiber,PAN INDIA NETWORK INFRAVEST LTD,,,0,
20825,,,,,Active,PO NO-202301211749,PO NO-202301211749,,,Sify_DataLinks_Fiber,NTT GLOBAL DATA CENTERS & CLOUD INFRASTRUCTURE INDIA PVT LTD,,,0,
20826,,,,,Active,20826,20826,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20827,,,,,Active,20827,20827,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20837,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20838,,,,,Active,091DELH1258034033495_808892,091DELH1258034033495_808892,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20734,,,,,Active,512979,512979,,,Sify_DataLinks_Fiber,RAILTEL CORPORATION OF INDIA LIMITED,,,0,
20744,,,,,Active,20744,20744,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20746,,,,,Active,ICA-102594,ICA-102594,10,Gbps,Sify_DataLinks_Fiber,EQUINIX INDIA PRIVATE LIMITED,,,0,
20747,,,,,Active,ICA-102594,ICA-102594,,,Sify_DataLinks_Fiber,EQUINIX INDIA PRIVATE LIMITED,,,0,
20785,,,,,Active,Towards BOX breidge through Railvihar,Towards BOX breidge through Railvihar,,Gbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,0,
20609,,,,,Active,091NEWD1258008643137,091NEWD1258008643137,0,Mbps,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20683,GigabitEthernet0/0/28,GigabitEthernet0/0/28,100.67.48.218,100.67.75.2,Active,20683,20683,,,Sify_DataLinks_Fiber,PRG,MH-AUR-AUR,MH-AUR-UDZ,6.085,
20698,,,,,Active,21434,21434,,,Sify_DataLinks_Fiber,NTT GLOBAL DATA CENTERS & CLOUD INFRASTRUCTURE INDIA PVT LTD,,,0,
20709,,,,,Active,20709,20709,,,Sify_DataLinks_Fiber,INTECH ONLINE PVT LTD,,,0,
20523,,,,,Active,48470941,48470941,,,Sify_DataLinks_Fiber,NTT GLOBAL DATA CENTERS & CLOUD INFRASTRUCTURE INDIA PVT LTD,,,0,
20596,,,,,Active,20596,20596,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20597,,,,,Active,Vendor Doesn?t provide CKT ID,Vendor Doesn?t provide CKT ID,,,Sify_DataLinks_Fiber,NETZ INFOCOM PVT LTD,,,3,
20607,,,,,Active,091DELH1258033674579,091DELH1258033674579,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20399,,,,,Active,202401209526-Ctrls Power Upgrade,202401209526-Ctrls Power Upgrade,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
20405,,,,,Active,20403,20403,0,Kbps,Sify_DataLinks_Fiber,MENDU ENTERPRISE PVT LTD,,,8,
20416,,,,,Active,20416,20416,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20448,,,,,Active,-,-,,,Sify_DataLinks_Fiber,EQUINIX INDIA PRIVATE LIMITED,,,0,
20466,,,,,Active,Ckt ID: 091DELH1258029617205_597658,Ckt ID: 091DELH1258029617205_597658,0,Kbps,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20467,,,,,Active,Ckt ID: 091DELH1258029614618_597488,Ckt ID: 091DELH1258029614618_597488,0,Kbps,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20496,,,,,Active,83995566_1,83995566_1,,,Sify_DataLinks_Fiber,NTT GLOBAL DATA CENTERS & CLOUD INFRASTRUCTURE INDIA PVT LTD,,,0,
20497,,,,,Active,20497,20497,,,Sify_DataLinks_Fiber,GPX INDIA PVT LTD,,,0,
20168,,,,,Active,091CHEN1258033140326,091CHEN1258033140326,0,Kbps,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,1,
20169,,,,,Active,?091CHEN1258016047772,?091CHEN1258016047772,0,Kbps,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,1,
20188,,,,,Active,Derozio College -NTTIDCO - DLF1,Derozio College -NTTIDCO - DLF1,,Gbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,11.8,
20189,,,,,Active,Box Briedge-NTTIDCO,Box Briedge-NTTIDCO,,Kbps,Sify_DataLinks_Fiber,NEW TOWN TELECOM INFRASTRUCTURE DEVELOPM,,,0,
20279,,,,,Active,091CHEN1258033140326_764291,091CHEN1258033140326_764291,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
20284,,,,,Active,Vendor doesn't provide CKT ID's,Vendor doesn't provide CKT ID's,,,Sify_DataLinks_Fiber,NETZ INFOCOM PVT LTD,,,4,
20081,,,,,Active,20081-LMS,20081-LMS,,,Sify_DataLinks_Fiber,DINESH ENGINEERS LTD,,,7.258,
15874,GigabitEthernet0/0/26,GigabitEthernet0/0/25,100.64.242.10,100.65.62.42,Active,DARK FIBRE MADHUBAN TO MALVIYA NAGAR CORSAN,DARK FIBRE MADHUBAN TO MALVIYA NAGAR CORSAN,,,Sify_DataLinks_Fiber,CORSAN INFRATECH PVT LTD,RJ-JPR-HDU,RJ-JPR-LVA,2,
15878,,,,,Active,15878,15878,,,Sify_DataLinks_Fiber,BHARTI AIRTEL LIMITED,,,0,
15918,,,,,Active,Airoli-Padgha,Airoli-Padgha,,,Sify_DataLinks_Fiber,MAHARASHTRA TRANSMISSION COMMUNICATION INFRASTRUCTURE LIMITED,,,55.532,
15924,,,,,Active,091MUMB1258032112435_15924_),091MUMB1258032112435_15924_),,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
16008,TwentyFiveGigE0/0/0/25,TenGigE0/0/0/16,100.71.13.180,100.71.13.180,Active,16008-LMS,16008-LMS,,,Sify_DataLinks_Fiber,TIRUPATI GLOBAL INFOSYS,MH-MUM-CFC,MH-MUM-PAP,9,
15761,,,,,Active,NIL,NIL,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15763,,,,,Active,20182065,20182065,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15767,,,,,Active,NO,NO,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15768,,,,,Active,,,,,Sify_DataLinks_Fiber,CTRLS DATACENTERS LIMITED,,,0,
15807,TenGigabitEthernet1/3,TenGigabitEthernet1/2,100.66.46.3,100.66.46.9,Active,15807-LMS,15807-LMS,,,Sify_DataLinks_Fiber,EXCEL TELESONIC INDIA PVT LTD,MH-MUM-DHP,MH-MUM-EKA,5.73,
15835,,,,,Active,5388216,5388216,,,Sify_DataLinks_Fiber,TULIP TECHNOLOGIES,,,1.1,
15533,TwentyFiveGigE1/0/1,TwentyFiveGigE1/0/4,100.71.149.34,100.71.101.202,Active,Patna>BSNL Main Exchange,Patna>BSNL Main Exchange,,,Sify_DataLinks_Fiber,USHA SERVICES,BR-PAT-EPN,BR-PAT-PWN,1,
15624,TenGigE0/0/0/22/1,TenGigE0/0/0/9/1,100.70.2.12,100.70.2.3,Active,13065881,13065881,"9,920",Mbps,Sify_DataLinks_Fiber,BHARTI AIRTEL LIMITED,TN-MAA-VEL,MH-MUM-ENT,0,
15626,TenGigE0/0/0/22/0,TenGigE0/0/0/15/1,100.70.2.9,100.70.2.8,Active,12545909,12545909,"9,920",Mbps,Sify_DataLinks_Fiber,BHARTI AIRTEL LIMITED,TN-MAA-TDL,DL-DEL-OKH,0,
15627,TenGigE0/0/0/22/0,Bundle-Ether55,100.70.2.12,100.70.2.3,Active,13065881,13065881,"9,920",Mbps,Sify_DataLinks_Fiber,BHARTI AIRTEL LIMITED,TN-MAA-VEL,MH-MUM-ENT,0,
15662,,,,,Active,091MUMB1258033124798,091MUMB1258033124798,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15691,,,,,Active,15691,15691,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15692,,,,,Active,201820650,201820650,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15341,,,,,Active,091DELH1258032075986_715900,091DELH1258032075986_715900,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15452,,,,,Active,15452,15452,,,Sify_DataLinks_Fiber,EQUINIX INDIA PRIVATE LIMITED,,,0,
15503,,,,,Active,091MUMB1258032112435,091MUMB1258032112435,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15157,,,,,Active,"091DELH1258031889089 5th Floor old ITMC R-4/10 FMS-10 P-3,4 ==Direct Patching?==?5th Floor old ITMC?SIfy Rack _?Row 3 Rack No 2 and 3,?VSB","091DELH1258031889089 5th Floor old ITMC R-4/10 FMS-10 P-3,4 ==Direct Patching?==?5th Floor old ITMC?SIfy Rack _?Row 3 Rack No 2 and 3,?VSB",,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15167,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15168,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15169,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15181,,,,,Active,091DELH1258031924455,091DELH1258031924455,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15090,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15091,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15092,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15093,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15094,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
15095,,,,,Active,,,,,Sify_DataLinks_Fiber,TATA COMMUNICATIONS LIMITED,,,0,
